Id,Prediction
0,0.927132528813315
1,0.6713917805908678
2,0.36857083668978263
3,0.8798101053541231
4,0.9823105634318575
5,0.6358835432233942
6,0.9298249456009582
7,0.34291899848883
8,0.8221874463885465
9,0.7655760419042381
10,0.970765057865388
11,0.6904983166972327
12,0.6289883849941016
13,0.8329585046203513
14,0.932952120538314
15,0.8997615295329241
16,0.24781111051623295
17,0.5524833378873216
18,0.9221813120211219
19,0.646448793725109
20,0.8203571825019756
21,0.11247668500448205
22,0.59465129335284
23,0.8754992332906915
24,0.6901420342400081
25,0.7288892723117526
26,0.09851597684047209
27,0.00730227563684438
28,0.13613663837411838
29,0.8092393137504194
30,0.07020300523377698
31,0.6548661531412479
32,0.36594501588921624
33,0.5065406499222829
34,0.2580228867030814
35,0.06334409241633543
36,0.21771052337841612
37,0.669765866270456
38,0.4817506443473968
39,0.9946102628245973
40,0.6702067777866708
41,0.49230221279150754
42,0.40408402467651283
43,0.5350639292972019
44,0.876829983613627
45,0.4901319009056163
46,0.48459914472929266
47,0.7586586104183275
48,0.22115631822838266
49,0.2417939929153745
50,0.9445368053698098
51,0.025605564922676183
52,0.6104122710616932
53,0.3900923859175526
54,0.9107709994155542
55,0.8758642132289962
56,0.8861688012728824
57,0.15464732502268885
58,0.6581004061375265
59,0.4295126476778307
60,0.6755511636604595
61,0.0025116450924566047
62,0.8279489059690694
63,0.9767603801983307
64,0.5223411607358204
65,0.2157684774599845
66,0.7525320652896157
67,0.19437978506435216
68,0.9740606675540476
69,0.8592763502465747
70,0.32397913104120935
71,0.3285778110114421
72,0.22061272318554326
73,0.1832003503207913
74,0.8334953373925779
75,0.9768166235760974
76,0.6366009407745749
77,0.2986087867655616
78,0.8511650119115729
79,0.9616972317624376
80,0.08663554806273144
81,0.6369593967489577
82,0.7583290099118816
83,0.7409379631820303
84,0.9148918925936641
85,0.04862531990963692
86,0.12936627043009052
87,0.8720228085299624
88,0.460185850134026
89,0.3786743418024322
90,0.7698411710336701
91,0.8109325675187714
92,0.8929331195951371
93,0.7874501383874103
94,0.8252200254773882
95,0.1578872288755353
96,0.1815094838736031
97,0.7685435035816387
98,0.9951592073520236
99,0.6335533553818318
100,0.8998660978315217
101,0.1916639712727758
102,0.4014834672326171
103,0.7104582808508437
104,0.901243368664194
105,0.4515550734445831
106,0.11103627471629884
107,0.3900833008826531
108,0.16799923825023966
109,0.9740898757957962
110,0.8697794087476876
111,0.5087916406967841
112,0.39857444242903417
113,0.8905932881627513
114,0.9572043606989038
115,0.7790784939335251
116,0.6325573496399736
117,0.7394718976225113
118,0.3435600984350532
119,0.48056212923086505
120,0.044919040716882686
121,0.46051182347411435
122,0.6123722241271785
123,0.2070922038486438
124,0.632588279975926
125,0.4041229505448152
126,0.5832786798774211
127,0.6494607286144419
128,0.5052255539297673
129,0.35247278587448416
130,0.3180417136277691
131,0.8641887688510806
132,0.6997816771730798
133,0.6331336001248142
134,0.37954897935237486
135,0.6822396477433613
136,0.26839601993403117
137,0.7925265220913948
138,0.3029092571490849
139,0.29397810437888117
140,0.5205758548989167
141,0.7267592241664584
142,0.7762064378699176
143,0.5450523635593343
144,0.8047125402978328
145,0.10763181732984806
146,0.7403846016996922
147,0.29836821610622233
148,0.8031427734570775
149,0.8579477450746447
150,0.6186443583176275
151,0.8073918693886694
152,0.1428894561352252
153,0.9711353489071564
154,0.48413485126412337
155,0.42330516489143233
156,0.6396066096406827
157,0.3147630291096025
158,0.4966628870375419
159,0.6884391951878498
160,0.4380996909070419
161,0.8812691274537562
162,0.2331066167945629
163,0.3177351030364055
164,0.256538882403038
165,0.8528319940922444
166,0.9792296112372436
167,0.21127061989756502
168,0.5444535783451908
169,0.6210037189969774
170,0.8788723706927326
171,0.3921744487209474
172,0.21769412822253942
173,0.9849793751235391
174,0.32430643610567744
175,0.0768869301805748
176,0.6589363435989386
177,0.7058371708182037
178,0.32314046596044455
179,0.265706372348839
180,0.5224774161267581
181,0.7023151581293484
182,0.07476645933867809
183,0.6186302991161496
184,0.7884503759589481
185,0.023822242902179158
186,0.4830490412805043
187,0.8876784464466214
188,0.34681620009964
189,0.8338055925578856
190,0.7228024823540348
191,0.10399087241794991
192,0.7896807898572701
193,0.7771705786460035
194,0.13333532249323132
195,0.1425163533417919
196,0.871075758467199
197,0.7421987790445098
198,0.020942469793192142
199,0.811055158016296
200,0.5243709712836433
201,0.149165031865097
202,0.9479769634054425
203,0.8010986340008904
204,0.4275678527522173
205,0.9944817095120465
206,0.2574189006991504
207,0.5722493190923111
208,0.9126638901601634
209,0.28291959522646937
210,0.2683520005610587
211,0.3406759334790348
212,0.6709548175054507
213,0.6204471504183311
214,0.04445994327380065
215,0.6272736468281874
216,0.8892053055386591
217,0.38888376988288287
218,0.5320313388291322
219,0.7451171311625999
220,0.8099642691395582
221,0.0863010193009307
222,0.11234029919408672
223,0.1570242983922242
224,0.9246487752841126
225,0.4150945023223569
226,0.2695444465297113
227,0.7390804039806828
228,0.30884854754377244
229,0.7141406860310008
230,0.7277970201658122
231,0.11242708767540122
232,0.08561697478408148
233,0.6872504735257494
234,0.5301267373826416
235,0.770104212341356
236,0.4520368038838899
237,0.8936537015219087
238,0.9281314180118055
239,0.5716039580490099
240,0.407521371833105
241,0.10387925211893945
242,0.7347954969740351
243,0.9008284712537298
244,0.4348331122326047
245,0.7248606684847502
246,0.48975086054749084
247,0.0200627486829017
248,0.873649326480888
249,0.34396093122010496
250,0.052197053116965764
251,0.2113922684579005
252,0.3950253541642341
253,0.05669102314124774
254,0.08986186215533143
255,0.020676134933616197
256,0.30470173204299844
257,0.4445725175082883
258,0.19244166704114762
259,0.9420961883798966
260,0.970538645461389
261,0.19123910240117115
262,0.40698664665110695
263,0.4451767879467765
264,0.9250206408422235
265,0.4196127359020311
266,0.24188985648593142
267,0.917905554537783
268,0.13952952587601042
269,0.3784411358464099
270,0.789611914839665
271,0.2163397664872686
272,0.6323701925107796
273,0.628142682059108
274,0.921105869502071
275,0.37264808162711704
276,0.5590841870080341
277,0.6522355880949744
278,0.8393419574404378
