-0.661558841217,9.97292032725,9.24628649875,9.00405393773,12.1349149325,-86641472.0,32542207.0
-0.650858952166,10.9033470758,10.2212137463,9.96575787826,13.0566380189,-87754736.0,30654881.0
-0.61711449406,9.72220545532,8.75352933652,8.70764824811,11.6306284974,-85388993.0,31863073.0
-0.639070079185,9.27369068748,8.18311807939,8.27741199895,11.2437117968,-87126855.0,32996943.0
-0.700273566489,10.1515188194,9.20773698611,9.24067557177,12.1551003522,-86566214.0,33979740.0
-0.226367018089,8.86347430617,7.78904040166,7.82684209816,10.6447341826,-85717786.0,32101773.0
-0.573180835876,9.60535102218,8.64470651172,8.57828829078,11.508897363,-86682302.0,31751982.0
-0.87987410812,11.3583163467,10.5206442208,10.2227409638,13.4153060884,-85825619.0,33774548.0
-0.832006191637,10.2162158336,9.25836834099,9.22048870303,12.2192701738,-85389802.0,32915184.0
-0.73296214443,9.50293535629,8.48776438073,8.53010941668,11.5325221887,-85605750.0,34187088.0
-0.623139342906,9.97123965459,9.01845321031,9.058121159,11.9687287448,-86718688.0,32844987.0
-0.516584087928,9.30837411225,8.32166480714,8.40603814205,11.2698215239,-88265781.0,32024863.0
-0.53541072411,9.80994580813,8.91596931137,8.8580842222,11.8468659279,-87835981.0,31677523.0
-0.506081483986,9.16251474249,8.23004431013,8.18979961873,11.0468501099,-85859858.0,33268721.0
-0.669448329438,9.08704215563,7.95402108728,8.14293601043,11.0530939242,-85517385.0,33670870.0
-0.701915255755,10.204850612,9.46032057724,9.19003561864,12.2995629886,-85989130.0,31402888.0
-0.659250797925,10.5633881393,9.79812703688,9.59696239228,12.7398459457,-87796569.0,34707296.0
-0.565170397435,9.29440574709,8.252967195,8.36938899665,11.1780399688,-86992999.0,31428183.0
-0.631408253175,8.97638862195,7.96067260839,8.03463103292,10.9310333928,-86239249.0,32935503.0
-0.68001756539,10.1984306995,9.22473625226,9.26643711133,12.1605730615,-86453162.0,31248133.0
-0.640109996858,9.20723555702,8.06683531442,8.19808924896,11.0222782149,-86311599.0,31731354.0
-0.675547161711,10.6851949101,9.74952018924,9.73542386749,12.7236126771,-86866896.0,34131670.0
-0.968525283609,10.4078322202,9.689922976,9.11040953335,12.4453769063,-85612338.0,31426115.0
-0.670153817756,10.4764143545,9.64406894536,9.25636481029,12.4341161723,-87109517.0,32329593.0
-0.708254531566,10.543998432,9.52017524907,9.61647192463,12.5569583642,-85798731.0,34459830.0
